user_id,1_per_0_place,1_per_1_place,1_per_2_place,1_per_3_place,2_per_0_place,2_per_1_place,2_per_2_place,2_per_3_place,3_per_0_place,3_per_1_place,3_per_2_place,3_per_3_place,4_per_0_place,4_per_1_place,4_per_2_place,4_per_3_place,5_per_0_place,5_per_1_place,5_per_2_place,5_per_3_place,6_per_0_place,6_per_1_place,6_per_2_place,6_per_3_place,1_per_0_score,1_per_1_score,1_per_2_score,1_per_3_score,2_per_0_score,2_per_1_score,2_per_2_score,2_per_3_score,3_per_0_score,3_per_1_score,3_per_2_score,3_per_3_score,4_per_0_score,4_per_1_score,4_per_2_score,4_per_3_score,5_per_0_score,5_per_1_score,5_per_2_score,5_per_3_score,6_per_0_score,6_per_1_score,6_per_2_score,6_per_3_score,game_id,team_id
10255,5,1,2,5,5,3,1,1,2,3,3,2,6,3,5,3,1,3,2,3,1,2,2,3,68,78,60,2,9,8,397,81,211,20,12,32,66,27,123,103,91,16,26,158,113,34,39,4,218,1586
10256,5,6,6,4,5,1,6,6,6,2,3,4,6,1,4,1,6,1,6,1,6,3,6,1,60,15,-30,3,14,8,34,-25,45,24,14,25,54,27,116,103,-42,16,-22,158,51,35,19,4,214,1556
10257,6,5,3,6,6,3,4,4,3,4,5,6,4,3,6,3,4,3,2,3,4,4,6,3,54,21,36,-6,-30,8,144,13,176,18,12,21,81,27,51,103,18,16,19,158,71,21,22,4,251,1842
10258,4,3,5,1,1,2,2,2,5,3,3,2,5,2,1,2,3,2,5,2,1,1,5,2,90,55,14,11,39,8,312,37,110,14,11,35,58,27,186,103,78,16,3,158,112,30,21,4,252,1850
10259,3,3,2,1,1,5,3,3,2,5,3,4,1,5,2,5,3,5,3,5,3,5,1,5,66,28,27,6,23,8,108,-2,178,18,15,30,93,27,140,103,-12,16,9,158,69,25,31,4,249,1830
10260,5,6,1,3,3,2,6,6,4,3,4,3,4,2,3,2,6,2,1,2,5,1,3,2,95,11,31,8,32,8,44,-17,163,20,11,32,71,27,178,103,-36,16,11,158,54,32,30,4,243,1748
10261,5,2,2,4,4,5,2,2,2,4,2,6,1,5,5,5,2,5,2,5,2,5,2,5,66,33,56,3,15,8,207,20,239,17,13,23,106,27,120,103,38,16,23,158,92,24,37,4,238,1700
10262,5,4,6,5,5,4,4,3,6,5,5,4,6,4,5,4,3,4,6,4,2,3,5,4,63,24,-13,0,-1,8,105,-3,83,16,11,28,57,27,101,103,-7,16,-4,158,60,31,27,4,242,1746
10263,5,6,6,4,5,1,6,6,6,2,3,4,6,1,4,1,6,1,6,1,6,3,6,1,60,15,-30,3,14,8,34,-25,45,24,14,25,54,27,116,103,-42,16,-22,158,51,35,19,4,214,1556
10264,3,1,5,1,1,4,1,1,5,4,2,1,4,4,1,4,1,4,5,4,3,2,2,4,100,62,5,23,66,8,327,45,146,20,15,52,84,27,256,103,88,16,0,158,93,39,37,4,214,1562
10265,3,2,3,1,1,4,6,6,1,1,5,1,4,4,1,4,6,4,1,4,6,1,1,4,103,29,40,23,64,8,94,-7,212,25,11,50,91,27,251,103,-34,16,17,158,62,44,39,4,241,1734
10266,4,2,2,2,2,3,1,1,1,5,5,2,2,3,2,3,1,3,3,3,2,3,1,3,97,28,31,9,35,8,162,7,197,16,10,37,105,27,188,103,27,16,8,158,69,31,37,4,243,1754
10267,4,1,2,4,4,6,1,1,2,6,6,4,2,6,4,6,1,6,3,6,1,6,3,6,59,53,45,0,2,8,279,35,203,13,12,33,95,27,106,103,71,16,18,158,102,18,32,4,251,1838
10268,4,2,1,1,1,3,3,3,1,1,2,1,4,3,1,3,3,3,1,3,5,1,1,3,93,32,75,18,55,8,176,14,259,26,12,47,69,27,225,103,23,16,42,158,59,48,47,4,209,1518
10269,2,5,5,4,4,6,5,5,5,6,6,5,5,6,4,6,4,6,5,6,3,6,3,6,105,26,6,3,15,8,161,12,119,15,8,28,63,27,159,103,28,16,0,158,74,21,35,4,248,1812
10270,3,3,2,3,3,4,2,2,4,1,1,4,4,4,3,4,2,4,2,4,4,2,5,4,92,33,20,4,22,8,194,20,144,20,13,31,71,27,162,103,50,16,8,158,62,29,25,4,262,1906
10271,6,4,5,4,4,4,2,1,5,2,3,5,5,4,6,4,2,4,5,4,5,1,6,4,66,30,10,7,27,8,225,25,107,25,11,29,54,27,140,103,61,16,1,158,56,53,17,4,205,1464
10272,1,3,2,2,2,1,3,3,2,5,4,2,2,1,2,1,4,1,2,1,1,6,2,1,106,28,59,30,76,8,140,1,254,16,9,56,105,27,277,103,-19,16,26,158,109,21,48,4,247,1798
10273,6,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,98,57,52,27,68,8,326,54,250,24,20,48,105,27,261,103,79,16,25,158,97,39,44,4,182,1248
10274,2,5,5,5,5,1,5,6,5,6,6,2,4,1,2,1,6,1,5,1,3,3,4,1,102,20,1,-1,-2,8,72,-11,96,12,8,28,59,27,135,103,-28,16,-1,158,67,24,25,4,237,1692
10275,4,2,2,2,2,3,1,1,1,5,5,2,2,3,2,3,1,3,3,3,2,3,1,3,97,28,31,9,35,8,162,7,197,16,10,37,105,27,188,103,27,16,8,158,69,31,37,4,243,1754
10276,2,4,4,5,6,2,5,6,5,3,6,6,5,2,6,2,5,2,3,2,4,3,6,2,106,28,18,4,13,8,101,-3,151,11,7,28,92,27,158,103,-11,16,7,158,74,13,23,4,182,1254
10277,3,2,3,1,1,4,6,6,1,1,5,1,4,4,1,4,6,4,1,4,6,1,1,4,103,29,40,23,64,8,94,-7,212,25,11,50,91,27,251,103,-34,16,17,158,62,44,39,4,241,1734
10278,5,6,1,6,4,3,6,6,1,1,3,6,4,3,6,3,6,3,1,3,6,1,1,3,63,7,97,4,21,8,38,-10,338,24,11,25,106,27,124,103,-54,16,47,158,60,35,64,4,213,1544
10279,2,1,6,1,1,1,1,1,6,3,4,1,6,1,1,1,1,1,6,1,6,3,4,1,97,50,-43,14,49,8,234,25,27,18,11,42,47,27,213,103,79,16,-20,158,54,26,25,4,262,1908
10280,6,1,6,6,4,5,1,4,6,1,1,4,6,5,6,5,2,5,6,5,4,1,5,5,54,32,-35,-5,-9,8,190,10,53,34,15,28,49,27,83,103,35,16,-18,158,56,57,23,4,193,1378
10281,4,4,5,6,6,3,5,4,5,6,3,6,2,3,6,3,5,3,4,3,3,6,1,3,59,22,-2,-7,-21,8,76,-4,118,12,13,20,75,27,64,103,-22,16,3,158,63,17,30,4,234,1660
10282,2,4,5,2,3,1,3,3,5,2,4,2,5,1,2,1,3,1,6,1,5,2,5,1,103,25,35,14,49,8,132,6,191,24,11,42,90,27,219,103,4,16,9,158,62,35,33,4,241,1730
10283,4,1,4,3,3,6,1,1,4,5,5,4,3,6,4,6,1,6,4,6,1,4,3,6,59,62,8,3,15,8,294,34,120,13,11,25,67,27,113,103,84,16,1,158,94,20,31,4,237,1698
10284,6,1,5,6,6,2,1,1,5,1,2,6,5,2,6,2,1,2,5,2,6,1,1,2,65,44,12,2,9,8,207,13,136,18,11,21,69,27,108,103,49,16,2,158,74,27,35,4,246,1786
10285,6,4,1,6,6,2,2,2,2,5,1,3,2,2,6,2,3,2,2,2,4,3,2,2,66,46,83,2,7,8,282,47,299,13,12,31,107,27,118,103,65,16,43,158,104,20,53,4,236,1682
10286,4,6,1,6,6,2,5,4,2,5,3,4,2,2,6,2,4,2,2,2,4,4,6,2,83,22,42,1,5,8,96,-1,207,14,12,37,104,27,138,103,-10,16,15,158,63,22,32,4,241,1726
10287,4,2,1,3,3,3,2,2,1,4,2,5,2,3,3,3,2,3,1,3,1,1,2,3,64,32,35,2,10,8,144,2,186,19,15,21,89,27,112,103,2,16,13,158,73,35,30,4,249,1824
10288,1,2,1,2,2,6,2,2,1,1,1,2,2,6,2,6,2,6,1,6,2,2,1,6,107,34,74,16,51,8,206,24,265,23,14,45,87,27,233,103,42,16,33,158,74,32,48,4,183,1262
10289,1,4,1,2,2,2,3,1,1,3,5,1,3,2,1,2,3,2,1,2,2,2,1,2,100,25,98,38,82,8,187,33,337,25,12,58,93,27,290,103,26,16,54,158,61,42,67,4,193,1376
10290,2,2,4,2,2,5,3,3,2,6,6,3,1,5,1,5,3,5,5,5,1,6,3,5,105,33,17,4,21,8,151,1,170,10,8,32,110,27,170,103,4,16,4,158,102,11,29,4,235,1664
10291,6,3,6,5,5,3,2,2,5,4,5,5,5,3,6,3,2,3,5,3,2,2,6,3,61,24,15,-1,-2,8,184,20,131,20,11,30,64,27,99,103,39,16,7,158,63,38,25,4,245,1778
10292,1,6,4,1,1,4,6,6,4,1,4,1,5,4,1,4,6,4,4,4,5,1,5,4,100,-2,20,8,34,8,18,-23,146,21,13,35,73,27,190,103,-58,16,8,158,68,33,24,4,251,1840
10293,3,1,5,2,3,2,1,1,5,1,4,3,5,2,3,2,1,2,6,2,5,1,6,2,89,51,-47,7,18,8,275,29,35,27,12,27,63,27,153,103,88,16,-24,158,65,42,16,4,238,1710
10294,3,5,4,5,5,1,5,5,4,1,5,5,5,1,5,1,5,1,4,1,5,2,4,1,104,32,50,2,10,8,179,12,211,17,8,29,88,27,153,103,15,16,20,158,92,28,36,4,236,1678
10295,2,2,4,2,2,5,3,3,2,6,6,3,1,5,1,5,3,5,5,5,1,6,3,5,105,33,17,4,21,8,151,1,170,10,8,32,110,27,170,103,4,16,4,158,102,11,29,4,235,1664
10296,1,3,1,2,2,4,1,1,1,2,3,2,1,4,2,4,1,4,1,4,1,4,1,4,105,28,71,18,59,8,204,23,295,26,14,49,109,27,245,103,27,16,38,158,92,34,51,4,264,1916
10297,1,3,6,6,5,5,4,5,6,1,3,5,6,5,4,5,4,5,6,5,3,2,6,5,109,24,9,2,13,8,83,-10,124,23,13,29,61,27,166,103,-24,16,3,158,61,32,28,4,243,1752
10298,3,4,1,6,6,5,3,3,1,6,6,4,1,5,4,5,3,5,1,5,3,4,2,5,85,24,47,-1,-6,8,126,7,215,14,10,33,99,27,121,103,7,16,22,158,58,30,33,4,245,1772
10299,3,1,5,2,3,2,1,1,5,1,4,3,5,2,3,2,1,2,6,2,5,1,6,2,89,51,-47,7,18,8,275,29,35,27,12,27,63,27,153,103,88,16,-24,158,65,42,16,4,238,1710
10300,5,4,2,4,4,4,4,4,2,3,3,6,1,4,4,4,5,4,2,4,2,3,3,4,93,33,36,3,14,8,207,19,208,15,12,25,112,27,147,103,36,16,14,158,94,25,31,4,231,1634
10301,3,4,3,2,2,1,2,2,4,6,3,4,6,1,3,1,2,1,4,1,2,5,4,1,69,23,27,4,21,8,163,16,138,17,13,29,61,27,136,103,33,16,8,158,64,27,25,4,239,1714
10302,1,3,1,2,2,4,1,1,1,2,3,2,1,4,2,4,1,4,1,4,1,4,1,4,105,28,71,18,59,8,204,23,295,26,14,49,109,27,245,103,27,16,38,158,92,34,51,4,264,1916
10303,5,2,5,5,5,1,2,2,5,5,3,5,3,1,5,1,2,1,5,1,3,5,2,1,56,38,1,-1,-2,8,217,26,130,14,13,31,81,27,97,103,53,16,1,158,82,18,33,4,251,1836
10304,4,1,1,3,1,2,1,1,1,4,4,1,1,2,2,2,1,2,1,2,3,3,1,2,104,59,54,5,21,8,314,40,234,11,8,32,110,27,170,103,80,16,22,158,111,24,37,4,215,1568
10305,3,5,2,4,4,3,4,2,2,6,3,5,1,3,4,3,4,3,3,3,1,6,3,3,77,15,48,6,25,8,63,-10,214,19,12,29,94,27,149,103,-34,16,19,158,60,32,34,4,204,1452
10306,1,3,3,3,3,3,3,5,3,5,5,4,4,3,3,3,3,3,3,3,4,5,6,3,105,40,25,3,15,8,214,17,162,12,8,32,90,27,163,103,56,16,8,158,80,21,27,4,231,1636
10307,5,2,1,6,6,1,1,1,1,1,2,5,1,1,6,1,2,1,1,1,4,2,3,1,62,65,28,-3,-15,8,328,43,197,18,11,28,109,27,83,103,93,16,15,158,103,24,27,4,252,1848
10308,6,4,5,5,5,1,4,6,5,5,2,2,4,1,6,1,4,1,2,1,6,3,5,1,59,20,28,1,4,8,59,-20,166,15,11,30,80,27,105,103,1,16,18,158,33,25,25,4,211,1534
10309,3,6,3,6,6,1,6,6,3,6,2,6,1,1,5,1,6,1,3,1,3,5,3,1,103,26,27,3,16,8,100,-2,179,10,11,25,106,27,158,103,-16,16,8,158,68,24,28,4,205,1470
10310,3,3,1,6,6,3,1,1,1,2,2,3,1,3,6,3,1,3,1,3,4,2,1,3,70,24,83,-3,-16,8,170,22,299,23,13,28,103,27,92,103,28,16,41,158,55,41,49,4,242,1742
10311,6,4,5,4,4,4,2,1,5,2,3,5,5,4,6,4,2,4,5,4,5,1,6,4,66,30,10,7,27,8,225,25,107,25,11,29,54,27,140,103,61,16,1,158,56,53,17,4,205,1464
10312,2,3,1,1,1,6,1,1,1,3,5,1,4,6,1,6,1,6,1,6,6,1,1,6,103,21,61,31,78,8,106,-3,217,27,12,59,59,27,283,103,-15,16,31,158,50,53,39,4,204,1456
10313,3,5,5,4,4,2,5,4,5,6,5,6,2,2,4,2,4,2,5,2,3,5,2,2,83,22,4,4,16,8,139,9,146,19,12,26,87,27,141,103,10,16,2,158,66,32,34,4,264,1920
10314,1,6,2,4,3,3,6,5,1,4,6,2,1,3,2,3,6,3,1,3,5,6,2,3,106,16,35,3,17,8,38,-13,190,19,11,31,93,27,168,103,-45,16,15,158,56,24,28,4,239,1718
10315,5,6,3,5,5,5,6,6,3,4,4,4,3,5,5,5,6,5,3,5,4,2,5,5,69,22,37,1,6,8,118,2,187,21,13,31,82,27,120,103,-7,16,18,158,64,37,29,4,264,1922
10316,2,4,4,1,1,1,4,5,4,1,1,1,4,1,1,1,5,1,4,1,5,1,4,1,97,22,30,36,83,8,145,7,176,35,16,58,64,27,290,103,5,16,15,158,61,50,32,4,264,1926
10317,3,4,3,2,2,1,2,2,4,6,3,4,6,1,3,1,2,1,4,1,2,5,4,1,69,23,27,4,21,8,163,16,138,17,13,29,61,27,136,103,33,16,8,158,64,27,25,4,239,1714
10318,3,5,4,5,5,1,5,5,4,1,5,5,5,1,5,1,5,1,4,1,5,2,4,1,104,32,50,2,10,8,179,12,211,17,8,29,88,27,153,103,15,16,20,158,92,28,36,4,236,1678
10319,3,1,2,2,2,1,5,5,3,1,2,2,6,1,2,1,5,1,2,1,5,1,5,1,71,42,41,13,49,8,121,-4,169,29,14,40,54,27,187,103,-16,16,15,158,56,43,30,4,210,1528
10320,3,4,2,2,2,1,2,2,2,5,4,2,3,1,2,1,3,1,2,1,2,3,2,1,104,29,46,13,46,8,196,23,205,15,9,41,89,27,213,103,38,16,17,158,77,29,38,4,248,1808
10321,1,3,6,6,5,5,4,5,6,1,3,5,6,5,4,5,4,5,6,5,3,2,6,5,109,24,9,2,13,8,83,-10,124,23,13,29,61,27,166,103,-24,16,3,158,61,32,28,4,243,1752
10322,4,2,1,1,1,3,1,1,1,2,1,1,1,3,1,3,1,3,1,3,2,4,1,3,104,29,92,36,84,8,225,33,333,19,15,58,106,27,297,103,27,16,50,158,107,29,66,4,247,1800
10323,5,6,1,4,3,6,6,5,1,5,3,5,1,6,5,6,6,6,1,6,4,3,1,6,56,-5,79,3,15,8,11,-23,272,23,14,22,83,27,110,103,-63,16,39,158,60,42,48,4,219,1596
10324,5,5,1,3,3,5,5,5,2,1,1,3,4,5,3,5,5,5,1,5,4,2,1,5,83,27,77,8,33,8,143,8,250,26,16,33,63,27,173,103,5,16,38,158,62,41,46,4,205,1466
10325,3,2,1,1,1,2,2,1,1,1,1,1,3,2,1,2,2,2,1,2,5,1,1,2,96,44,63,14,52,8,252,37,265,21,13,43,104,27,218,103,61,16,30,158,78,32,47,4,231,1628
10326,3,2,1,3,3,4,1,1,2,3,3,5,4,4,3,4,1,4,1,4,3,4,2,4,93,29,38,9,31,8,188,18,164,20,12,34,63,27,179,103,38,16,11,158,69,34,32,4,206,1474
10327,4,2,2,3,3,6,3,3,2,5,6,5,6,6,3,6,3,6,2,6,6,6,3,6,78,32,56,8,32,8,156,12,194,20,11,31,58,27,160,103,21,16,26,158,61,30,34,4,264,1924
10328,1,3,3,3,3,3,3,5,3,5,5,4,4,3,3,3,3,3,3,3,4,5,6,3,105,40,25,3,15,8,214,17,162,12,8,32,90,27,163,103,56,16,8,158,80,21,27,4,231,1636
10329,5,4,6,5,5,4,4,3,6,5,5,4,6,4,5,4,3,4,6,4,2,3,5,4,63,24,-13,0,-1,8,105,-3,83,16,11,28,57,27,101,103,-7,16,-4,158,60,31,27,4,242,1746
10330,6,1,5,6,6,2,1,1,5,1,2,6,5,2,6,2,1,2,5,2,6,1,1,2,65,44,12,2,9,8,207,13,136,18,11,21,69,27,108,103,49,16,2,158,74,27,35,4,246,1786
10331,6,4,3,5,6,4,5,4,5,2,2,6,5,4,6,4,5,4,4,4,6,5,5,4,88,19,27,2,12,8,62,-9,149,22,15,27,64,27,144,103,-28,16,8,158,54,26,28,4,243,1756
10332,2,3,4,5,5,3,2,3,1,6,6,3,1,3,4,3,2,3,5,3,1,6,4,3,103,28,18,2,7,8,164,9,171,14,8,38,106,27,158,103,22,16,5,158,89,16,28,4,206,1478
10333,6,4,2,2,2,1,4,2,3,1,1,2,5,1,2,1,5,1,2,1,4,1,3,1,68,25,29,15,52,8,131,12,155,28,16,43,62,27,194,103,-19,16,8,158,67,46,28,4,206,1480
10334,2,5,3,1,1,4,5,5,2,2,3,2,1,4,2,4,6,4,3,4,5,3,2,4,85,23,64,39,84,8,75,-8,288,26,14,57,109,27,279,103,-37,16,39,158,55,42,50,4,193,1382
10335,3,5,2,4,4,3,4,2,2,6,3,5,1,3,4,3,4,3,3,3,1,6,3,3,77,15,48,6,25,8,63,-10,214,19,12,29,94,27,149,103,-34,16,19,158,60,32,34,4,204,1452
10336,3,5,4,5,5,1,5,5,4,1,5,5,5,1,5,1,5,1,4,1,5,2,4,1,104,32,50,2,10,8,179,12,211,17,8,29,88,27,153,103,15,16,20,158,92,28,36,4,236,1678
10337,6,3,6,5,5,4,4,5,6,2,1,4,6,4,5,4,3,4,6,4,5,4,6,4,55,46,-5,-1,-3,8,233,24,83,23,13,30,49,27,94,103,71,16,-5,158,66,26,21,4,233,1650
10338,2,2,3,3,4,2,2,1,3,3,2,4,2,2,3,2,1,2,3,2,2,4,5,2,75,26,17,3,14,8,187,20,147,31,14,27,68,27,133,103,36,16,10,158,65,40,21,4,219,1592
10339,4,2,5,1,1,1,4,6,6,1,2,1,6,1,1,1,6,1,4,1,6,1,5,1,79,31,16,23,64,8,54,-18,129,26,13,49,54,27,228,103,-55,16,8,158,48,48,25,4,245,1776
10340,1,2,6,4,4,3,2,4,6,3,3,2,2,3,4,3,2,3,6,3,4,4,4,3,105,57,9,4,18,8,282,28,161,12,10,32,108,27,169,103,71,16,1,158,106,20,31,4,215,1570
10341,2,4,3,1,1,2,4,4,3,5,3,4,2,2,1,2,4,2,3,2,3,5,3,2,75,42,26,7,28,8,219,17,164,12,11,30,89,27,151,103,50,16,7,158,91,19,30,4,184,1276
10342,1,5,2,2,2,5,5,5,3,6,6,2,5,5,1,5,5,5,2,5,5,4,6,5,102,20,19,4,17,8,64,-12,124,19,9,33,58,27,165,103,-29,16,5,158,55,30,23,4,201,1426
10343,6,3,6,6,6,4,3,3,6,2,2,6,4,4,6,4,3,4,6,4,6,4,1,4,55,27,3,-8,-34,8,151,9,123,23,14,16,64,27,43,103,31,16,3,158,56,28,30,4,239,1720
10344,1,3,2,2,2,1,3,3,2,5,4,2,2,1,2,1,4,1,2,1,1,6,2,1,106,28,59,30,76,8,140,1,254,16,9,56,105,27,277,103,-19,16,26,158,109,21,48,4,247,1798
10345,6,3,5,6,6,6,3,3,6,4,1,6,6,6,6,6,3,6,4,6,5,3,6,6,47,43,-20,-12,-30,8,252,39,67,18,17,12,53,27,34,103,82,16,-5,158,60,28,21,4,184,1270
10346,1,2,4,1,1,4,4,5,4,3,1,2,3,4,1,4,4,4,5,4,2,3,5,4,67,29,18,9,28,8,118,-5,127,22,17,31,65,27,152,103,-12,16,3,158,67,39,19,4,234,1656
10347,3,6,5,5,6,6,6,6,5,6,6,5,5,6,4,6,5,6,5,6,6,6,6,6,72,17,-27,-4,-17,8,42,-13,54,12,10,27,58,27,88,103,-34,16,-9,158,51,21,20,4,193,1380
10348,6,4,2,2,2,1,4,2,3,1,1,2,5,1,2,1,5,1,2,1,4,1,3,1,68,25,29,15,52,8,131,12,155,28,16,43,62,27,194,103,-19,16,8,158,67,46,28,4,206,1480
10349,5,6,5,4,4,2,6,6,6,2,2,6,6,2,5,2,6,2,4,2,6,2,6,2,70,10,14,7,23,8,16,-21,112,24,14,28,55,27,142,103,-61,16,5,158,47,41,14,4,206,1472
10350,5,6,6,3,3,2,6,6,6,3,2,5,6,2,5,2,6,2,6,2,6,4,6,2,64,12,-51,7,23,8,16,-25,12,19,13,26,43,27,133,103,-46,16,-21,158,50,25,22,4,183,1260
10351,5,1,2,5,5,3,4,5,6,3,1,6,6,3,4,3,5,3,5,3,3,3,3,3,75,29,41,8,29,8,106,-1,175,18,13,31,69,27,156,103,-13,16,12,158,65,26,35,4,241,1728
10352,3,2,3,1,1,4,6,6,1,1,5,1,4,4,1,4,6,4,1,4,6,1,1,4,103,29,40,23,64,8,94,-7,212,25,11,50,91,27,251,103,-34,16,17,158,62,44,39,4,241,1734
10353,4,6,5,4,4,6,6,6,5,2,1,4,5,6,4,6,6,6,5,6,6,3,6,6,69,7,17,0,0,8,2,-21,145,25,15,33,66,27,117,103,-60,16,8,158,43,33,29,4,210,1524
10354,6,4,2,2,2,1,4,2,3,1,1,2,5,1,2,1,5,1,2,1,4,1,3,1,68,25,29,15,52,8,131,12,155,28,16,43,62,27,194,103,-19,16,8,158,67,46,28,4,206,1480
10355,2,3,4,5,5,3,2,3,1,6,6,3,1,3,4,3,2,3,5,3,1,6,4,3,103,28,18,2,7,8,164,9,171,14,8,38,106,27,158,103,22,16,5,158,89,16,28,4,206,1478
10356,6,1,6,6,6,3,2,2,6,3,2,3,5,3,6,3,2,3,6,3,2,3,6,3,66,38,-11,-1,-5,8,179,14,100,23,14,33,64,27,107,103,23,16,-4,158,68,36,28,4,264,1918
10357,5,5,4,3,3,2,5,4,4,2,3,5,5,2,4,2,5,2,5,2,5,2,4,2,77,17,35,6,24,8,52,-12,169,17,11,29,75,27,147,103,-39,16,13,158,60,26,29,4,211,1542
10358,4,3,4,5,5,1,3,3,4,2,3,4,4,1,4,1,3,1,4,1,3,2,4,1,75,31,31,2,12,8,192,18,181,24,12,24,84,27,125,103,33,16,14,158,74,36,28,4,238,1706
10359,2,6,3,2,2,6,5,4,3,5,4,3,2,6,2,6,5,6,3,6,4,6,3,6,102,13,29,11,37,8,43,-8,170,15,12,35,84,27,197,103,-46,16,13,158,58,26,29,4,245,1774
10360,6,4,3,5,6,4,5,4,5,2,2,6,5,4,6,4,5,4,4,4,6,5,5,4,88,19,27,2,12,8,62,-9,149,22,15,27,64,27,144,103,-28,16,8,158,54,26,28,4,243,1756
10361,6,6,6,6,6,3,6,6,6,6,5,5,6,3,6,3,6,3,5,3,6,6,5,3,51,13,-53,1,7,8,31,-15,5,13,11,24,47,27,94,103,-42,16,-19,158,57,18,17,4,238,1708
10362,1,3,6,6,5,5,4,5,6,1,3,5,6,5,4,5,4,5,6,5,3,2,6,5,109,24,9,2,13,8,83,-10,124,23,13,29,61,27,166,103,-24,16,3,158,61,32,28,4,243,1752
10363,1,4,4,2,2,2,4,4,4,2,5,3,4,2,1,2,4,2,5,2,5,4,5,2,101,24,16,5,22,8,77,-10,127,21,12,30,66,27,170,103,-20,16,2,158,57,26,22,4,249,1826
10364,6,2,6,6,6,5,2,3,6,1,2,6,6,5,6,5,2,5,6,5,4,1,6,5,50,44,-28,-20,-44,8,204,15,67,32,14,5,50,27,5,103,41,16,-7,158,65,39,20,4,237,1696
10365,3,5,2,5,5,5,5,4,3,5,6,3,3,5,3,5,5,5,2,5,5,3,4,5,104,18,60,2,9,8,92,3,220,16,9,38,81,27,162,103,-11,16,25,158,53,29,38,4,183,1256
10366,3,4,2,2,2,1,2,2,2,5,4,2,3,1,2,1,3,1,2,1,2,3,2,1,104,29,46,13,46,8,196,23,205,15,9,41,89,27,213,103,38,16,17,158,77,29,38,4,248,1808
10367,6,2,1,5,5,5,1,1,1,3,4,5,2,5,5,5,2,5,1,5,1,2,1,5,54,39,62,-4,-16,8,295,59,261,22,11,28,106,27,73,103,38,16,32,158,120,39,39,4,210,1520
10368,5,4,4,3,6,2,4,4,4,2,3,3,3,2,5,2,4,2,4,2,3,2,3,2,57,27,-10,1,2,8,175,14,106,20,13,31,71,27,104,103,32,16,-5,158,66,36,30,4,244,1766
10369,1,5,6,1,1,6,5,4,5,4,5,1,2,6,1,6,4,6,6,6,5,5,1,6,104,24,7,27,71,8,114,1,138,20,12,54,78,27,268,103,-8,16,0,158,67,30,33,4,206,1482
10370,2,4,5,2,3,1,3,3,5,2,4,2,5,1,2,1,3,1,6,1,5,2,5,1,103,25,35,14,49,8,132,6,191,24,11,42,90,27,219,103,4,16,9,158,62,35,33,4,241,1730
10371,2,5,3,3,2,6,5,4,3,5,6,2,3,6,2,6,4,6,3,6,4,3,3,6,105,26,50,7,29,8,163,17,224,14,8,34,104,27,183,103,24,16,20,158,70,26,36,4,238,1704
10372,3,1,2,3,3,3,1,2,2,2,6,1,4,3,2,3,1,3,2,3,2,1,2,3,71,62,41,1,3,8,315,40,175,20,8,36,68,27,119,103,87,16,14,158,96,30,32,4,184,1278
10373,1,3,1,2,2,4,1,1,1,2,3,2,1,4,2,4,1,4,1,4,1,4,1,4,105,28,71,18,59,8,204,23,295,26,14,49,109,27,245,103,27,16,38,158,92,34,51,4,264,1916
10374,5,4,4,6,6,3,3,4,4,4,5,6,4,3,6,3,3,3,4,3,4,4,4,3,55,23,18,-5,-20,8,134,6,158,21,8,24,78,27,62,103,18,16,9,158,63,24,32,4,210,1530
10375,2,4,4,1,1,1,4,5,4,1,1,1,4,1,1,1,5,1,4,1,5,1,4,1,97,22,30,36,83,8,145,7,176,35,16,58,64,27,290,103,5,16,15,158,61,50,32,4,264,1926
10376,1,5,6,1,1,6,5,4,5,4,5,1,2,6,1,6,4,6,6,6,5,5,1,6,104,24,7,27,71,8,114,1,138,20,12,54,78,27,268,103,-8,16,0,158,67,30,33,4,206,1482
10377,3,3,2,1,1,5,3,3,2,5,3,4,1,5,2,5,3,5,3,5,3,5,1,5,66,28,27,6,23,8,108,-2,178,18,15,30,93,27,140,103,-12,16,9,158,69,25,31,4,249,1830
10378,1,3,2,2,2,2,3,3,1,4,4,2,2,2,2,2,4,2,2,2,2,4,2,2,108,30,70,11,38,8,180,13,266,12,10,37,105,27,204,103,20,16,35,158,92,25,44,4,205,1468
10379,1,3,2,2,2,2,3,3,1,4,4,2,2,2,2,2,4,2,2,2,2,4,2,2,108,30,70,11,38,8,180,13,266,12,10,37,105,27,204,103,20,16,35,158,92,25,44,4,205,1468
10380,4,1,3,3,3,4,1,1,3,3,5,4,1,4,3,4,1,4,4,4,1,5,4,4,104,62,25,5,21,8,313,37,184,18,8,33,103,27,171,103,81,16,7,158,110,23,31,4,248,1818
10381,4,2,1,1,1,3,1,1,1,2,1,1,1,3,1,3,1,3,1,3,2,4,1,3,104,29,92,36,84,8,225,33,333,19,15,58,106,27,297,103,27,16,50,158,107,29,66,4,247,1800
10382,6,5,3,6,6,3,4,4,3,4,5,6,4,3,6,3,4,3,2,3,4,4,6,3,54,21,36,-6,-30,8,144,13,176,18,12,21,81,27,51,103,18,16,19,158,71,21,22,4,251,1842
10383,5,1,2,5,5,3,1,1,2,3,3,2,6,3,5,3,1,3,2,3,1,2,2,3,68,78,60,2,9,8,397,81,211,20,12,32,66,27,123,103,91,16,26,158,113,34,39,4,218,1586
